Primary Type,Description,Arrest,Beat,Community Area,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,421,43,,
THEFT,$500 AND UNDER,FALSE,2525,22,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,1731,15,,
THEFT,$500 AND UNDER,FALSE,2515,19,,
THEFT,OVER $500,FALSE,833,65,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,224,38,,
BURGLARY,UNLAWFUL ENTRY,FALSE,2024,3,,
BURGLARY,FORCIBLE ENTRY,FALSE,1814,7,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,624,69,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2433,77,,
BURGLARY,FORCIBLE ENTRY,FALSE,1633,15,,
THEFT,$500 AND UNDER,FALSE,624,69,,
ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,TRUE,731,69,,
CRIMINAL TRESPASS,TO LAND,TRUE,2424,1,,
BATTERY,SIMPLE,FALSE,533,54,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1812,7,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,921,58,,
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,TRUE,1033,30,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1433,24,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,634,49,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,2515,19,,
ASSAULT,AGGRAVATED: HANDGUN,TRUE,512,49,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,TRUE,1634,15,,
ROBBERY,ARMED: HANDGUN,FALSE,234,41,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1012,29,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,524,53,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1112,23,,
THEFT,FROM BUILDING,FALSE,2433,77,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,2024,3,,
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,FALSE,1112,23,,
ROBBERY,AGGRAVATED,FALSE,1031,30,,
THEFT,$500 AND UNDER,FALSE,821,57,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,533,54,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1622,10,,
THEFT,FROM BUILDING,FALSE,1422,22,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,122,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1113,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,233,41,,
THEFT,$500 AND UNDER,FALSE,623,69,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,632,44,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2234,75,,
THEFT,$500 AND UNDER,FALSE,122,32,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,713,67,,
ASSAULT,AGGRAVATED: HANDGUN,TRUE,825,66,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,331,43,,
THEFT,$500 AND UNDER,FALSE,332,43,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,824,63,,
CRIMINAL TRESPASS,TO LAND,TRUE,2013,77,,
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,FALSE,2413,2,,
THEFT,$500 AND UNDER,FALSE,2524,22,,
THEFT,RETAIL THEFT,TRUE,2535,23,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,834,70,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,322,69,,
THEFT,RETAIL THEFT,TRUE,1822,8,,
NARCOTICS,ATTEMPT POSSESSION NARCOTICS,TRUE,1132,26,,
ROBBERY,ARMED: HANDGUN,FALSE,2234,75,,
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,FALSE,2212,75,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,215,38,,
ARSON,BY FIRE,FALSE,432,52,,
THEFT,RETAIL THEFT,TRUE,2533,25,,
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FALSE,1924,6,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1023,30,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,2513,25,,
THEFT,OVER $500,FALSE,1532,25,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,712,68,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,925,37,,
THEFT,FROM BUILDING,FALSE,2512,19,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2413,2,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1412,21,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,132,33,,
THEFT,OVER $500,FALSE,121,28,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1823,8,,
THEFT,OVER $500,FALSE,1613,10,,
THEFT,POCKET-PICKING,FALSE,913,60,,
CRIMINAL TRESPASS,TO RESIDENCE,FALSE,1611,9,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,FALSE,334,43,,
THEFT,RETAIL THEFT,TRUE,423,46,,
BATTERY,SIMPLE,FALSE,2511,19,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1424,24,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1021,29,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,835,66,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,621,71,,
ROBBERY,ARMED: OTHER FIREARM,FALSE,1411,21,,
THEFT,FROM BUILDING,FALSE,123,32,,
CRIMINAL DAMAGE,TO PROPERTY,TRUE,2213,73,,
INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,TRUE,1531,25,,
THEFT,$500 AND UNDER,FALSE,2535,22,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,823,65,,
ROBBERY,ARMED: HANDGUN,FALSE,224,38,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,112,32,,
OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,TRUE,2031,4,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,2213,73,,
THEFT,FROM BUILDING,FALSE,1834,8,,
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,FALSE,131,33,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,414,43,,
THEFT,RETAIL THEFT,TRUE,821,58,,
ROBBERY,ARMED: HANDGUN,FALSE,614,71,,
THEFT,OVER $500,FALSE,1834,8,,
BURGLARY,FORCIBLE ENTRY,FALSE,121,28,,
THEFT,$500 AND UNDER,FALSE,823,65,,
BURGLARY,FORCIBLE ENTRY,FALSE,1623,15,,
THEFT,$500 AND UNDER,FALSE,614,71,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,915,60,,
THEFT,$500 AND UNDER,FALSE,1224,28,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,432,52,,
BURGLARY,FORCIBLE ENTRY,FALSE,922,58,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,FALSE,334,43,,
BATTERY,SIMPLE,FALSE,2511,19,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1024,30,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,332,43,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,914,60,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1421,24,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1121,23,,
THEFT,$500 AND UNDER,FALSE,823,65,,
THEFT,POCKET-PICKING,FALSE,1935,7,,
THEFT,PURSE-SNATCHING,FALSE,333,43,,
ARSON,AGGRAVATED,FALSE,2423,1,,
BURGLARY,FORCIBLE ENTRY,FALSE,1622,11,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,311,40,,
THEFT,$500 AND UNDER,FALSE,114,32,,
THEFT,FROM BUILDING,FALSE,933,61,,
BATTERY,SIMPLE,FALSE,312,42,,
ASSAULT,SIMPLE,FALSE,713,67,,
THEFT,OVER $500,FALSE,113,32,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1513,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,533,54,,
THEFT,FROM BUILDING,FALSE,1232,28,,
THEFT,RETAIL THEFT,FALSE,1824,8,,
ASSAULT,SIMPLE,FALSE,821,57,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1111,25,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,2531,25,,
BURGLARY,FORCIBLE ENTRY,FALSE,1712,13,,
THEFT,$500 AND UNDER,FALSE,1232,28,,
THEFT,RETAIL THEFT,FALSE,1935,7,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2022,77,,
BURGLARY,FORCIBLE ENTRY,FALSE,421,43,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,712,68,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1423,24,,
THEFT,FROM BUILDING,FALSE,1924,6,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1523,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,831,66,,
THEFT,FROM BUILDING,FALSE,2233,75,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1014,29,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,725,67,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,114,32,,
CRIMINAL TRESPASS,TO LAND,TRUE,424,46,,
ASSAULT,SIMPLE,FALSE,832,66,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,334,43,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1533,25,,
ASSAULT,SIMPLE,FALSE,634,49,,
THEFT,$500 AND UNDER,FALSE,1831,8,,
THEFT,RETAIL THEFT,TRUE,513,51,,
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,FALSE,2512,19,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,935,37,,
ROBBERY,AGGRAVATED,FALSE,533,54,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,614,71,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1533,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,421,43,,
BURGLARY,HOME INVASION,FALSE,312,69,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,611,71,,
CRIMINAL TRESPASS,TO LAND,TRUE,723,68,,
CRIMINAL TRESPASS,TO LAND,TRUE,212,35,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,TRUE,813,65,,
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,FALSE,632,44,,
OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,FALSE,831,66,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,TRUE,1914,3,,
ASSAULT,SIMPLE,FALSE,822,62,,
ASSAULT,SIMPLE,FALSE,1712,14,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1132,26,,
THEFT,FROM BUILDING,FALSE,1934,6,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,922,58,,
THEFT,$500 AND UNDER,FALSE,2511,18,,
ASSAULT,SIMPLE,FALSE,312,42,,
THEFT,FROM BUILDING,FALSE,624,69,,
THEFT,OVER $500,FALSE,822,63,,
OTHER OFFENSE,OTHER VEHICLE OFFENSE,FALSE,2515,19,,
THEFT,OVER $500,FALSE,623,44,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1014,29,,
BURGLARY,FORCIBLE ENTRY,FALSE,333,43,,
THEFT,$500 AND UNDER,FALSE,1123,27,,
ASSAULT,SIMPLE,FALSE,1031,30,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,1122,26,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2422,1,,
THEFT,$500 AND UNDER,FALSE,925,37,,
THEFT,$500 AND UNDER,FALSE,1434,24,,
NARCOTICS,POSS: CRACK,TRUE,513,49,,
THEFT,FROM BUILDING,FALSE,112,32,,
THEFT,RETAIL THEFT,FALSE,622,71,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,713,67,,
THEFT,RETAIL THEFT,TRUE,111,32,,
THEFT,POCKET-PICKING,FALSE,612,71,,
BURGLARY,HOME INVASION,FALSE,312,69,,
BURGLARY,FORCIBLE ENTRY,FALSE,1131,29,,
BURGLARY,FORCIBLE ENTRY,FALSE,733,68,,
THEFT,FROM BUILDING,FALSE,1922,6,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1122,26,,
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,FALSE,2011,2,,
BURGLARY,ATTEMPT FORCIBLE ENTRY,FALSE,311,40,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1512,25,,
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,FALSE,1221,24,,
BATTERY,SIMPLE,TRUE,133,35,,
THEFT,$500 AND UNDER,FALSE,1512,25,,
SEX OFFENSE,PUBLIC INDECENCY,FALSE,833,65,,
THEFT,RETAIL THEFT,TRUE,612,71,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1523,25,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1132,29,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,FALSE,2532,25,,
THEFT,FROM BUILDING,FALSE,1813,7,,
BATTERY,SIMPLE,FALSE,632,44,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,911,58,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,711,68,,
BATTERY,AGGRAVATED OF A SENIOR CITIZEN,FALSE,1215,24,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1533,25,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,633,44,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,224,38,,
THEFT,FROM BUILDING,FALSE,2013,77,,
NARCOTICS,MANU/DELIVER: HEROIN (WHITE),TRUE,1121,23,,
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,TRUE,1532,25,,
BATTERY,SIMPLE,FALSE,322,69,,
OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,TRUE,2515,19,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2033,3,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,332,43,,
BATTERY,SIMPLE,FALSE,822,62,,
THEFT,OVER $500,FALSE,1434,24,,
BATTERY,SIMPLE,FALSE,832,66,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,2524,22,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,925,37,,
THEFT,FROM BUILDING,FALSE,1834,8,,
BURGLARY,FORCIBLE ENTRY,FALSE,1621,12,,
PUBLIC PEACE VIOLATION,ARSON THREAT,FALSE,1422,23,,
THEFT,$500 AND UNDER,FALSE,122,32,,
BURGLARY,FORCIBLE ENTRY,FALSE,2532,25,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1513,25,,
NARCOTICS,POSS: CRACK,TRUE,1121,23,,
ASSAULT,SIMPLE,FALSE,723,68,,
ASSAULT,SIMPLE,TRUE,1713,14,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1533,25,,
THEFT,$500 AND UNDER,FALSE,1811,7,,
THEFT,$500 AND UNDER,TRUE,2523,20,,
THEFT,FROM BUILDING,FALSE,1823,8,,
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,FALSE,424,46,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,424,46,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1034,31,,
BURGLARY,FORCIBLE ENTRY,FALSE,834,70,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2524,22,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1731,16,,
BURGLARY,FORCIBLE ENTRY,TRUE,2212,75,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1832,8,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1733,16,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,2412,2,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,222,39,,
THEFT,$500 AND UNDER,FALSE,511,50,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1923,6,,
CRIMINAL TRESPASS,TO RESIDENCE,TRUE,621,71,,
CRIMINAL TRESPASS,TO LAND,TRUE,1821,8,,
ROBBERY,ARMED: HANDGUN,FALSE,1011,29,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,621,44,,
THEFT,RETAIL THEFT,TRUE,112,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,623,44,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,224,38,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1834,8,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,932,61,,
THEFT,OVER $500,FALSE,1934,6,,
THEFT,$500 AND UNDER,FALSE,815,62,,
ROBBERY,ARMED: HANDGUN,FALSE,411,43,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,FALSE,1234,31,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,613,71,,
THEFT,$500 AND UNDER,FALSE,712,68,,
ROBBERY,ARMED: HANDGUN,FALSE,2532,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1631,17,,
BURGLARY,UNLAWFUL ENTRY,FALSE,932,61,,
BURGLARY,FORCIBLE ENTRY,FALSE,422,46,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,735,67,,
ASSAULT,SIMPLE,FALSE,524,53,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,FALSE,725,67,,
THEFT,FROM BUILDING,FALSE,1814,7,,
THEFT,FROM BUILDING,FALSE,522,49,,
PUBLIC PEACE VIOLATION,BOMB THREAT,FALSE,214,36,,
BATTERY,SIMPLE,FALSE,512,49,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1532,25,,
THEFT,FROM BUILDING,FALSE,1231,28,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,1522,25,,
THEFT,$500 AND UNDER,FALSE,1012,29,,
THEFT,PURSE-SNATCHING,FALSE,622,44,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,935,61,,
ASSAULT,SIMPLE,FALSE,735,67,,
THEFT,$500 AND UNDER,FALSE,1031,30,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,432,52,,
ASSAULT,SIMPLE,FALSE,231,40,,
NARCOTICS,ALTER/FORGE PRESCRIPTION,TRUE,1831,8,,
CRIMINAL TRESPASS,TO STATE SUP LAND,TRUE,1653,76,,
THEFT,POCKET-PICKING,FALSE,122,32,,
THEFT,OVER $500,FALSE,1222,27,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1013,29,,
THEFT,$500 AND UNDER,FALSE,1031,30,,
BATTERY,SIMPLE,FALSE,1424,24,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1121,23,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,TRUE,1211,23,,
CRIMINAL TRESPASS,TO LAND,TRUE,313,42,,
THEFT,FROM BUILDING,FALSE,2222,73,,
THEFT,POCKET-PICKING,FALSE,121,28,,
BATTERY,SIMPLE,FALSE,2232,73,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1831,8,,
THEFT,POCKET-PICKING,FALSE,1831,8,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,726,67,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1613,10,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,2522,20,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,434,51,,
ASSAULT,SIMPLE,FALSE,1712,13,,
THEFT,POCKET-PICKING,FALSE,122,32,,
CRIMINAL TRESPASS,TO RESIDENCE,FALSE,511,49,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,422,46,,
CRIMINAL TRESPASS,TO LAND,FALSE,133,33,,
THEFT,OVER $500,FALSE,523,53,,
THEFT,RETAIL THEFT,TRUE,412,48,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1914,3,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,FALSE,2413,2,,
BURGLARY,FORCIBLE ENTRY,FALSE,1732,16,,
THEFT,$500 AND UNDER,FALSE,1412,21,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,133,35,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1422,23,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,622,44,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,1235,31,,
DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",FALSE,1821,8,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,FALSE,432,52,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,511,50,,
THEFT,OVER $500,FALSE,713,67,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,925,61,,
BATTERY,SIMPLE,TRUE,1412,22,,
ASSAULT,SIMPLE,FALSE,932,63,,
BATTERY,SIMPLE,FALSE,222,39,,
THEFT,OVER $500,FALSE,1434,24,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,711,68,,
BATTERY,SIMPLE,FALSE,822,62,,
BURGLARY,FORCIBLE ENTRY,FALSE,1012,29,,
THEFT,RETAIL THEFT,TRUE,1424,24,,
BATTERY,SIMPLE,FALSE,431,51,,
BATTERY,SIMPLE,FALSE,334,43,,
BATTERY,SIMPLE,FALSE,1712,13,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,732,68,,
THEFT,RETAIL THEFT,FALSE,1833,8,,
ASSAULT,AGGRAVATED PO: HANDGUN,FALSE,834,70,,
BATTERY,SIMPLE,TRUE,2013,77,,
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,FALSE,122,32,,
BATTERY,SIMPLE,FALSE,935,61,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,414,43,,
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,FALSE,1614,76,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,231,40,,
BURGLARY,FORCIBLE ENTRY,FALSE,1613,10,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1932,7,,
ASSAULT,SIMPLE,FALSE,1532,25,,
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TRUE,1923,6,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1433,24,,
BATTERY,SIMPLE,TRUE,2013,77,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,TRUE,224,38,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,734,67,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,124,28,,
THEFT,FROM BUILDING,FALSE,234,41,,
BATTERY,SIMPLE,FALSE,1532,25,,
BURGLARY,FORCIBLE ENTRY,FALSE,411,43,,
BATTERY,SIMPLE,FALSE,1233,28,,
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,FALSE,2233,49,,
ROBBERY,ARMED: HANDGUN,FALSE,725,67,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1532,25,,
CRIMINAL TRESPASS,TO STATE SUP LAND,TRUE,1623,11,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,2432,1,,
ASSAULT,SIMPLE,FALSE,531,50,,
BURGLARY,FORCIBLE ENTRY,FALSE,422,46,,
BATTERY,SIMPLE,FALSE,1915,3,,
BURGLARY,FORCIBLE ENTRY,FALSE,1723,14,,
CRIMINAL TRESPASS,TO LAND,FALSE,1522,25,,
BURGLARY,FORCIBLE ENTRY,FALSE,726,67,,
ASSAULT,PRO EMP HANDS NO/MIN INJURY,FALSE,811,56,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2525,20,,
THEFT,$500 AND UNDER,FALSE,225,40,,
DECEPTIVE PRACTICE,COMPUTER FRAUD,FALSE,1433,24,,
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,FALSE,1121,23,,
DECEPTIVE PRACTICE,BOGUS CHECK,FALSE,121,28,,
THEFT,FROM BUILDING,FALSE,2411,2,,
THEFT,$500 AND UNDER,FALSE,1125,27,,
BURGLARY,UNLAWFUL ENTRY,FALSE,2213,72,,
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,FALSE,1214,28,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,212,35,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,FALSE,1833,8,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1624,15,,
CRIMINAL TRESPASS,TO LAND,TRUE,113,32,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,2222,71,,
ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,TRUE,732,68,,
BATTERY,AGG PRO.EMP: HANDGUN,TRUE,732,68,,
CRIMINAL TRESPASS,TO STATE SUP LAND,TRUE,722,68,,
NARCOTICS,DEL CONT SUBS TO PERSON <18,TRUE,1234,31,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,822,62,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1121,23,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1414,22,,
BURGLARY,UNLAWFUL ENTRY,FALSE,832,66,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1834,8,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1034,31,,
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,FALSE,2234,75,,
OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,TRUE,911,58,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,726,67,,
BURGLARY,FORCIBLE ENTRY,FALSE,2514,19,,
THEFT,FROM BUILDING,FALSE,1831,8,,
THEFT,FROM BUILDING,FALSE,833,65,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,131,33,,
ROBBERY,ARMED: HANDGUN,FALSE,811,56,,
THEFT,FROM BUILDING,FALSE,922,58,,
BURGLARY,FORCIBLE ENTRY,FALSE,922,58,,
THEFT,$500 AND UNDER,FALSE,932,63,,
HOMICIDE,FIRST DEGREE MURDER,FALSE,1523,25,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,815,57,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,512,49,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1511,25,,
DECEPTIVE PRACTICE,FORGERY,FALSE,835,70,,
THEFT,$500 AND UNDER,FALSE,915,60,,
BATTERY,SIMPLE,FALSE,1115,26,,
ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,FALSE,621,71,,
THEFT,POCKET-PICKING,TRUE,121,28,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,921,58,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,221,38,,
BURGLARY,FORCIBLE ENTRY,FALSE,821,58,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1513,25,,
THEFT,FROM BUILDING,FALSE,2213,73,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,835,70,,
BATTERY,SIMPLE,FALSE,524,53,,
ASSAULT,SIMPLE,FALSE,2515,19,,
